,Len,Functional grp name,SMARTS,Smiles,Validity
610,7,Dithietenes (HS),"[#16R1]1-,:[#16R1]-,:[#6R1]=,:[#6R1]-,:1",C1=CSS1,Valid
611,7,Pyrrolidines (HS),[NR1]1[CR1][CR1][CR1][CR1]1,C1CCNC1,Valid
612,7,Tetrahydrofurans (HS),[OR1]1[CR1][CR1][CR1][CR1]1,C1CCOC1,Valid
613,7,Tetrahydrothiophenes (HS),[SR1]1[CR1][CR1][CR1][CR1]1,C1CCSC1,Valid
614,8,1-Pyrrolines (HS),[NR1]1=[CR1][CR1][CR1][CR1]1,C1CC=NC1,Valid
615,8,2-Pyrrolines (HS),[NR1]1[CR1]=[CR1][CR1][CR1]1,C1CNC=C1,Valid
616,8,3-Pyrrolines (HS),[NR1]1[CR1][CR1]=[CR1][CR1]1,C1C=CCN1,Valid
617,8,"2,3-Dihydrofurans (HS)",[OR1]1[CR1]=[CR1][CR1][CR1]1,C1COC=C1,Valid
618,8,"2,5-Dihydrofurans (HS)",[OR1]1[CR1][CR1]=[CR1][CR1]1,C1C=CCO1,Valid
619,8,"2,3-Dihydrothiophenes (HS)",[SR1]1[CR1]=[CR1][CR1][CR1]1,C1CSC=C1,Valid
620,8,"2,5-Dihydrothiophenes (HS)",[SR1]1[CR1][CR1]=[CR1][CR1]1,C1C=CCS1,Valid
621,7,Pyrroles (HS),[nR1]1[cR1][cR1][cR1][cR1]1,c1ccnc1,Valid
622,7,Furans (HS),[oR1]1[cR1][cR1][cR1][cR1]1,c1ccoc1,Valid
623,7,Thiophenes (HS),[sR1]1[cR1][cR1][cR1][cR1]1,c1ccsc1,Valid
624,13,Indoles,[cR1]1[cR1][cR1][cR1][cR2]2[nR1][cR1][cR1][cR2]12,c1ccc2nccc2c1,Valid
625,13,Benzofurans,[cR1]1[cR1][cR1][cR1][cR2]2[oR1][cR1][cR1][cR2]12,c1ccc2occc2c1,Valid
626,13,Benzothiophenes,[cR1]1[cR1][cR1][cR1][cR2]2[sR1][cR1][cR1][cR2]12,c1ccc2sccc2c1,Valid
627,7,Pyrazolidines (HS),[NR1]1[NR1][CR1][CR1][CR1]1,C1CNNC1,Valid
628,7,Imidazolidines (HS),[NR1]1[CR1][NR1][CR1][CR1]1,C1CNCN1,Valid
629,7,"1,2-Dioxolanes (HS)",[OR1]1[OR1][CR1][CR1][CR1]1,C1COOC1,Valid
630,7,"1,3-Dioxolanes (HS)",[OR1]1[CR1][OR1][CR1][CR1]1,C1COCO1,Valid
631,7,"1,2-Dithiolanes (HS)",[SR1]1[SR1][CR1][CR1][CR1]1,C1CSSC1,Valid
632,7,"1,3-Dithiolanes (HS)",[SR1]1[CR1][SR1][CR1][CR1]1,C1CSCS1,Valid
633,8,1-Pyrazolines (HS),[NR1]1=[NR1][CR1][CR1][CR1]1,C1CN=NC1,Valid
634,8,2-Pyrazolines (HS),[NR1]1[NR1]=[CR1][CR1][CR1]1,C1CNN=C1,Valid
635,8,2-Imidazolines (HS),[NR1]1=[CR1][NR1][CR1][CR1]1,C1CN=CN1,Valid
636,8,3-Imidazolines (HS),[NR1]1[CR1][NR1]=[CR1][CR1]1,C1C=NCN1,Valid
637,8,4-Imidazolines (HS),[NR1]1[CR1][NR1][CR1]=[CR1]1,C1NC=CN1,Valid
638,8,"1,2-Dioxolenes (HS)",[OR1]1[OR1][CR1]=[CR1][CR1]1,C1C=COO1,Valid
639,8,"1,3-Dioxolenes (HS)",[OR1]1[CR1][OR1][CR1]=[CR1]1,C1OC=CO1,Valid
640,8,"1,2-Dithiolenes (HS)",[SR1]1[SR1][CR1]=[CR1][CR1]1,C1C=CSS1,Valid
641,8,"1,3-Dithiolenes (HS)",[SR1]1[CR1][SR1][CR1]=[CR1]1,C1SC=CS1,Valid
642,7,Pyrazoles (HS),[nR1]1[nR1][cR1][cR1][cR1]1,c1cnnc1,Valid
643,7,Imidazoles (HS),[nR1]1[cR1][nR1][cR1][cR1]1,c1cncn1,Valid
644,7,"1,2-Oxazoles (HS)",[oR1]1[nR1][cR1][cR1][cR1]1,c1cnoc1,Valid
645,7,"1,3-Oxazoles (HS)",[oR1]1[cR1][nR1][cR1][cR1]1,c1cocn1,Valid
646,7,"1,2-Thiazoles (HS)",[sR1]1[nR1][cR1][cR1][cR1]1,c1cnsc1,Valid
647,7,"1,3-Thiazoles (HS)",[sR1]1[cR1][nR1][cR1][cR1]1,c1cscn1,Valid
648,7,"1,2,3-Triazolidines (HS)",[NR1]1[NR1][NR1][CR1][CR1]1,C1CNNN1,Valid
649,7,"1,2,4-Triazolidines (HS)",[NR1]1[NR1][CR1][NR1][CR1]1,C1NCNN1,Valid
650,7,"1,2,3-Trioxolanes (HS)",[OR1]1[OR1][OR1][CR1][CR1]1,C1COOO1,Valid
651,7,"1,2,4-Trioxolanes (HS)",[OR1]1[OR1][CR1][OR1][CR1]1,C1OCOO1,Valid
652,7,"1,2,3-Trithiolanes (HS)",[SR1]1[SR1][SR1][CR1][CR1]1,C1CSSS1,Valid
653,7,"1,2,4-Trithiolanes (HS)",[SR1]1[SR1][CR1][SR1][CR1]1,C1SCSS1,Valid
654,8,"1,2,3-Trioxoles (HS)",[OR1]1[OR1][OR1][CR1]=[CR1]1,C1=COOO1,Valid
655,8,"1,2,3-Trithioles (HS)",[SR1]1[SR1][SR1][CR1]=[CR1]1,C1=CSSS1,Valid
656,7,"1,2,3-Triazoles (HS)",[nR1]1[nR1][nR1][cR1][cR1]1,c1cnnn1,Valid
657,7,"1,2,4-Triazoles (HS)",[nR1]1[nR1][cR1][nR1][cR1]1,c1ncnn1,Valid
658,7,"1,2,3-Oxadiazoles (HS)",[oR1]1[nR1][nR1][cR1][cR1]1,c1conn1,Valid
659,7,"1,2,4-Oxadiazoles (HS)",[oR1]1[nR1][cR1][nR1][cR1]1,c1ncon1,Valid
660,7,"1,2,5-Oxadiazoles (furazanes) (HS)",[oR1]1[nR1][cR1][cR1][nR1]1,c1cnon1,Valid
661,7,"1,3,4-Oxadiazoles (HS)",[oR1]1[cR1][nR1][nR1][cR1]1,c1nnco1,Valid
662,7,Tetrazolidines (HS),[NR1]1[NR1][NR1][NR1][CR1]1,C1NNNN1,Valid
663,7,Tetraoxolanes (HS),[OR1]1[OR1][OR1][OR1][CR1]1,C1OOOO1,Valid
664,7,Tetrathiolanes (HS),[SR1]1[SR1][SR1][SR1][CR1]1,C1SSSS1,Valid
665,7,Tetrazoles (HS),[nR1]1[nR1][nR1][nR1][cR1]1,c1nnnn1,Valid
666,7,"1,2,3,4-Oxatriazoles (HS)",[oR1]1[nR1][nR1][nR1][cR1]1,c1nnno1,Valid
667,7,"1,2,3,5-Oxatriazoles (HS)",[oR1]1[nR1][nR1][cR1][nR1]1,c1nnon1,Valid
668,7,"1,2,3,4-Thiatriazoles (HS)",[sR1]1[nR1][nR1][nR1][cR1]1,c1nnns1,Valid
669,7,"1,2,3,5-Thiatriazoles (HS)",[sR1]1[nR1][nR1][cR1][nR1]1,c1nnsn1,Valid
670,7,Pentazolidines (HS),[NR1]1[NR1][NR1][NR1][NR1]1,N1NNNN1,Valid
671,7,Pentaoxolanes (HS),[OR1]1[OR1][OR1][OR1][OR1]1,O1OOOO1,Valid
672,7,Pentathiolanes (HS),[SR1]1[SR1][SR1][SR1][SR1]1,S1SSSS1,Valid
673,7,Pentazoles,[nR1]1[nR1][nR1][nR1][nR1]1,n1nnnn1,Valid
674,8,Piperidines (HS),[NR1]1[CR1][CR1][CR1][CR1][CR1]1,C1CCNCC1,Valid
675,8,Tetrahydropyrans (HS),[OR1]1[CR1][CR1][CR1][CR1][CR1]1,C1CCOCC1,Valid
676,8,Tetrahydrothiopyrans (HS),[SR1]1[CR1][CR1][CR1][CR1][CR1]1,C1CCSCC1,Valid
677,9,Pyrans (HS),"[OR1]1[CR1]=[CR1][CR1]-,=[CR1]-,=[CR1]1",C1CC=COC1,Valid
678,9,Thiopyrans (HS),"[SR1]1[CR1]=[CR1][CR1]-,=[CR1]-,=[CR1]1",C1CC=CSC1,Valid
679,8,Pyridines (HS),[nR1]1[cR1][cR1][cR1][cR1][cR1]1,c1ccncc1,Valid
680,8,Pyridazines (HS),[nR1]1[nR1][cR1][cR1][cR1][cR1]1,c1ccnnc1,Valid
681,8,Pyrimidines (HS),[nR1]1[cR1][nR1][cR1][cR1][cR1]1,c1cncnc1,Valid
682,8,Pyrazines (HS),[nR1]1[cR1][cR1][nR1][cR1][cR1]1,c1cnccn1,Valid
683,8,Pentazines,[nR1]1[nR1][nR1][nR1][nR1][cR1]1,c1nnnnn1,Valid
684,8,Hexazines,[nR1]1[nR1][nR1][nR1][nR1][nR1]1,n1nnnnn1,Valid
685,8,Hexahydropentazines (HS),[NR1]1[NR1][NR1][NR1][NR1][CR1]1,C1NNNNN1,Valid
686,8,Pentoxanes (HS),[OR1]1[OR1][OR1][OR1][OR1][CR1]1,C1OOOOO1,Valid
687,8,Pentathianes (HS),[SR1]1[SR1][SR1][SR1][SR1][CR1]1,C1SSSSS1,Valid
688,5,"Cumulated alkadienes (1,2-alkadienes)",[CX3]=[CX2]=[CX3],C=C=C,Valid
689,5,Allyl fluorides,[CX3]=[CX3][CX4]F,C=CCF,Valid
690,6,Allyl chlorides,[CX3]=[CX3][CX4]Cl,C=CCCl,Valid
691,6,Allyl bromides,[CX3]=[CX3][CX4]Br,C=CCBr,Valid
692,5,Allyl iodides,[CX3]=[CX3][CX4]I,C=CCI,Valid
693,4,Vinyl fluorides,F[CX3]=[CX3],C=CF,Valid
694,5,Vinyl chlorides,Cl[CX3]=[CX3],C=CCl,Valid
695,5,Vinyl bromides,Br[CX3]=[CX3],C=CBr,Valid
696,4,Vinyl iodides,I[CX3]=[CX3],C=CI,Valid
697,4,Alkynyl fluorides,F[CX2]#[CX2],C#CF,Valid
698,5,Alkynyl chlorides,Cl[CX2]#[CX2],C#CCl,Valid
699,4,Alkynyl iodides,I[CX2]#[CX2],C#CI,Valid
700,5,Alkynyl bromides,Br[CX2]#[CX2],C#CBr,Valid
701,3,Dialkylthioethers,"[CX4&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))][SX2][CX4&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))]",CSC,Valid
702,3,Alkylarylthioethers,"[CX4&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))][SX2]c",CSc,Valid
703,3,Diarylthioethers,c[SX2&!$([SX2r3])]c,cSc,Valid
704,10,"1,2 – Diphenols",c([OH1])c([OH1]),[OH]cc[OH],Valid
705,10,"1,2 – Dithiophenols",c([SH1])c([SH1]),[SH]cc[SH],Valid
706,5,Alkynyl ethers,"[CX2]#[CX2][OX2][#6&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([OX2])=[OX1,SX1,NX2,C])]",COC#C,Valid
707,5,Alkynyl thioethers,"[CX2]#[CX2][SX2][#6&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([OX2])=[OX1,SX1,NX2,C])]",CSC#C,Valid
708,7,Aldehyde,[CX3H1](=O)[#6],C[CH]=O,Valid
709,3,Formaldehyde,[CX3H2](=O),C=O,Valid
710,7,Ketone,[C][C](=O)[C],CC(C)=O,Valid
711,3,Nitrile,[C]#[N],C#N,Valid
712,27,Naphthafurans,c1cccc2c1c3c(c5CNCOc25)cco3,C1NCc2c(c3ccccc3c3occc23)O1,Valid
713,42,Anthrones,"[#6]2=,:[#6]3-,:[#6]4=,:[#6](-,:[#6]=,:[#6]-,:[#6]=,:[#6]4)-,:[#6](=O)-,:[#6]4=,:[#6]3-,:[#6](=,:[#6]-,:[#6]=,:[#6]4)[#7]-,:[#6]2=O",O=C1C=C2C3=C(C=CC=C3)C(=O)C3=C2C(=CC=C3)N1,Valid
714,19,Indenones,"[#6R1]1-,:[#6R1](=[OX1])c2ccccc2-,:[#6]([NX3])=,:1",NC1=CC(=O)c2ccccc21,Valid
715,17,Indolines,[CX4]1c2ccccc2[NX3]([CX4][CX4][CX4][NX3])[CX4]1,NCCCN1CCc2ccccc21,Valid
716,14,Alkylimidazoles_B,[nv3X2]1cncc1[CX4][CX4][NH2],[NH2]CCc1cncn1,Valid
717,10,Heterylimidazoles,[nv3X3]1c(-c[nv3X2])c[nv3X2]c1,nc-c1cncn1,Valid
718,14,Diarylamines,c([nv3X2])(c)[NX3H1!R]c([nv3X2])(c),cc(n)[NH]c(c)n,Valid
719,21,Heterylsulfides,"[SX2]-[#6R1]2=,:[#7R1]-,:[#6R1]=,:[#6R1]-,:[#7R2]3-,:[#6R1](=O)-,:[#7R1]-,:[#7R1]=,:[#6R2]23",O=C1NN=C2C(S)=NC=CN12,Valid
720,21,Pyrimidinetriones,C1=C([OH1])[NX3][CX3](=[OX1])[NX3][CX3]1(=[OX1]),O=C1C=C([OH])NC(=O)N1,Valid
721,16,Benzoxozinones,c1cccc2[NX3][CX4][CX3](=[OX1])[OX2]c12,O=C1CNc2ccccc2O1,Valid
722,10,Alkylimidazole_C,nc[nv3X3Hr5]c[CX4]c[nv3X2],ncCc[nH]cn,Valid
723,17,"A1, A2, A4-A12, B2, B3, B4, B6",[OH][CX3](=[OX1])c1ncccc1,O=C([OH])c1ccccn1,Valid
724,18,B1,c1cccc2c1ccc([OH])n2,[OH]c1ccc2ccccc2n1,Valid
725,18,"B7, B8, B9, B12",c1ccc([OH])c2c1cccn2,[OH]c1cccc2cccnc12,Valid
726,18,B10,c1ccc([SH])c2c1cccn2,[SH]c1cccc2cccnc12,Valid
727,23,B11,c1ccc([CX3](=[OX1])[OH])c2c1cccn2,O=C([OH])c1cccc2cccnc12,Valid
728,26,C2,[NH2]c1nc([NH2])cc([OH])n1,[NH2]c1cc([OH])nc([NH2])n1,Valid
729,18,"C3, C7, C8",[SH]c1nc([OH])ccn1,[OH]c1ccnc([SH])n1,Valid
730,18,C4,[OH]c1nc([SH])ccn1,[OH]c1nccc([SH])n1,Valid
731,26,C5,[SH]c1nc([CH3])cc([CH3])n1,[CH3]c1cc([CH3])nc([SH])n1,Valid
732,18,C5*,[SH]c1nc([CX4])cc([CX4])n1,Cc1cc(C)nc([SH])n1,Valid
733,25,"C6, C12",[OH]c1nc([OH])cc([CH3])n1,[CH3]c1cc([OH])nc([OH])n1,Valid
734,21,"C6*, C12*",[OH]c1nc([OH])cc([CX4])n1,Cc1cc([OH])nc([OH])n1,Valid
735,21,C9,[NH2]c1ncnc2c1nc[nH]2,[NH2]c1ncnc2[nH]cnc12,Valid
736,18,C9*,[NH2]c1ncnc2c1nc[nX3]2,[NH2]c1ncnc2ncnc12,Valid
737,16,"D1, D3, D4, D6-D11","O=[#6]1-,:[#6]([OH])=,:[#6]-,:[#8]-,:[#6]=,:[#6]-,:1",O=C1C=COC=C1[OH],Valid
738,16,"D2, D5","S=[#6]1-,:[#6]([OH])=,:[#6]-,:[#8]-,:[#6]=,:[#6]-,:1",[OH]C1=COC=CC1=S,Valid
739,16,D12,"O=[#6]1-,:[#8]-,:[#6]=,:[#6]-,:[#6]=,:[#6]([OH])-,:1",O=C1OC=CC=C1[OH],Valid
740,16,"E1, E10","O=[#6]1-,:[#7]([OH])-,:[#6]=,:[#6]-,:[#6]=,:[#6]-,:1",O=C1C=CC=CN1[OH],Valid
741,16,E2,"S=[#6]1-,:[#7]([OH])-,:[#6]=,:[#6]-,:[#6]=,:[#6]-,:1",[OH]N1C=CC=CC1=S,Valid
742,22,"E3*, E4*, E5*","O=[#6]1-,:[#6]([OH])=,:[#6]([CX4])-,:[#7]([CX4])-,:[#6]=,:[#6]-,:1",CC1=C([OH])C(=O)C=CN1C,Valid
743,16,"E6*, E8*","O=[#6]1-,:[#7X3]-,:[#6]=,:[#6]-,:[#6]=,:[#6]-,:1([OH])",O=C1NC=CC=C1[OH],Valid
744,22,"E7*, E11*, E12*","S=[#6]1-,:[#6]([OH])=,:[#6]([CX4])-,:[#7]([CX4])-,:[#6]=,:[#6]-,:1",CC1=C([OH])C(=S)C=CN1C,Valid
745,23,E9,"S=[#6]1-,:[#7]([CH3])-,:[#6]=,:[#6]-,:[#6]=,:[#6]-,:1([OH])",[CH3]N1C=CC=C([OH])C1=S,Valid
746,19,E9*,"S=[#6]1-,:[#7]([CX4])-,:[#6]=,:[#6]-,:[#6]=,:[#6]-,:1([OH])",CN1C=CC=C([OH])C1=S,Valid
747,21,"F1, F3-F12",[OH]c1ccccc1[CX3](=[OX1])[OH],O=C([OH])c1ccccc1[OH],Valid
748,22,F2,[OH]c1ccccc1[CX3](=[OX1])[NH2],[NH2]C(=O)c1ccccc1[OH],Valid
749,14,G1,[CX4][CX3](=[OX1])[NX3H1][OH],CC(=O)[NH][OH],Valid
750,11,G1*,[CX4][CX3](=[OX1])[NX3][OH],CC(=O)N[OH],Valid
751,19,G2,[nX3H]1cccc1C(=[OX1])[OH],O=C([OH])c1ccc[nH]1,Valid
752,16,G2*,[nX3]1cccc1C(=[OX1])[OH],O=C([OH])c1cccn1,Valid
753,24,G3,c1ccnc(c1)C[NX3H]Cc2ccccn2,C([NH]Cc1ccccn1)c1ccccn1,Valid
754,21,G3*,c1ccnc(c1)C[NX3]Cc2ccccn2,C(NCc1ccccn1)c1ccccn1,Valid
755,20,G4,C1C[NX3H1]CC[NX3H1]CC[NX3H1]1,C1C[NH]CC[NH]CC[NH]1,Valid
756,11,G4*,C1C[NX3]CC[NX3]CC[NX3]1,C1CNCCNCCN1,Valid
757,27,G5,"c1ccc2c(c1)-,:[#6](=O)-,:[#6]=,:[#6](-,:[#6]2=O)[OH]",O=C1C=C([OH])C(=O)c2ccccc21,Valid
758,30,G6,c1cnc(cc1[CX4][OH])c2cc(ccn2)[CX4][OH],[OH]Cc1ccnc(c2cc(C[OH])ccn2)c1,Valid
759,22,G7,c1cc2c(nc1)c3c(cccn3)cc2,c1cnc2c(c1)ccc1cccnc12,Valid
760,16,G8,c1ccc(c(c1)[OH])[OH],[OH]c1ccccc1[OH],Valid
761,18,"G11, G12","[OH][#6]1=,:[#6]-,:[#6]=,:[#6]-,:[#6]=,:[#6]-,:[#6]1=[OX1]",O=C1C=CC=CC=C1[OH],Valid
762,22,H1,c1ccc2c(c1)ccc(c2[OH])[OH],[OH]c1ccc2ccccc2c1[OH],Valid
763,22,H2,c1ccc2cc(c(cc2c1)[OH])[OH],[OH]c1cc2ccccc2cc1[OH],Valid
764,28,H3,c1cc(c(c(c1)[NH2])[OH])C(=[OX1])[OH],[NH2]c1cccc(C(=O)[OH])c1[OH],Valid
765,27,H4,c1cc(c(c(c1)[OH])[OH])C(=[OX1])[OH],O=C([OH])c1cccc([OH])c1[OH],Valid
766,25,H5,c1ccc(c(c1)c2nc3ccccc3o2)[OH],[OH]c1ccccc1c1nc2ccccc2o1,Valid
767,25,H6,c1ccc(c(c1)c2nc3ccccc3s2)[OH],[OH]c1ccccc1c1nc2ccccc2s1,Valid
768,29,H7,[CH3]c1ccc(cc1)[Sv6X4](=[OX1])(=[OX1])[NX3H2],[CH3]c1ccc(S([NH2])(=O)=O)cc1,Valid
769,25,H7*,[CX4]c1ccc(cc1)[Sv6X4](=[OX1])(=[OX1])[NX3H2],Cc1ccc(S([NH2])(=O)=O)cc1,Valid
770,13,H8*- H12*,C[CX3](=[OX1])[CX4][CX3](=[OX1])C,CC(=O)CC(C)=O,Valid
771,4,Pt,[Pt],[Pt],Valid
772,7,N-methylol derivatives,[OX2;H1][CH2][NX3],N[CH2]O,Valid
773,9,"α,β unsaturated carbonyls",[CX3](=[OX1])[CX3H1]=[CX3],C=[CH]C=O,Valid
774,34,Cyanothiopyrans,[NH2]C1=C(C#[NX1])[C!H0](-cc)C(C#[NX1])=C([NH2])S1,ccC1C(C#N)=C([NH2])SC([NH2])=C1C#N,Valid
775,28,Cyanodithiine,"[#16X2]1-,:[#6X3]([CX2]#[NX1])=,:[#6X3]([CX2]#[NX1])-,:[#16X2]-,:[#6X3]([CX2]#[NX1])=,:[#6X3]1([CX2]#[NX1])",N#CC1=C(C#N)SC(C#N)=C(C#N)S1,Valid
776,51,Cyanopyridinones,"[OX1]=[#6X3]1-,:[#6X3]=,:[#6X3]-,:[#6X3]([CX2]#[NX1])=,:[#6X3]2-,:[#7X3]([CX4][CX4]([OX2H1])[CX4][NX3H1]c5ccccc5)-,:[#6]3ccccc3-,:[#7X3]12",N#CC1=C2N(CC([OH])C[NH]c3ccccc3)C3ccccc3N2C(=O)C=C1,Valid
777,46,Thienopyridinones,[SX2]1C(=C(C4=C1[NX3!H0]C(C(=[C!H0]4)C(=[OX1])[OX2H1])=[OX1])[NX3H2])C(=[OX1])[NX3!H0],NC(=O)C1=C([NH2])C2=C(NC(=O)C(C(=O)[OH])=C2)S1,Valid
778,33,Pyranopyridinones,"[OX2]1[CX3]([NX3H2])=[CX3]([CX2]#[NX1])[CX4][#6X3]2[#6X3](=[OX1])-,:[#7X3H1]-,:[#6X3]=,:[#6X3]-,:[#6X3]12",N#CC1=C([NH2])OC2C=C[NH]C(=O)C2C1,Valid
779,36,Indoloquinones,"[#6X3]1-,:[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]2-,:[#6X3]1-,:[#6X3](=[OX1])-,:[#6X3]3-,:[nX3]4-,:[#6X3](-,:[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]4)=,:[#6X3]-,:[#6X3]3-,:[#6X3]2=[OX1]",O=C1C2CC=CC=C2C(=O)C2C=C3C=CC=Cn3C21,Valid
780,11,Thiopyrylium,c1[#16+]cccc1,c1cccc[S+]1,Valid
781,32,Pyrimidinones_B,"[OX1]=[#6X3]1-,:[#6X3]2scc-,:[#6X3]2-,:[#7X3]3-,:[#6X3](=,:[#7X2]-,:[#7X2]=,:[#6X3]3[CX4])-,:[#7X3]1[CX4H3]",CC1=NN=C2N([CH3])C(=O)C3sccC3N12,Valid
782,35,Oxadiazoles,o1nc([CX4])nc1[CX4H2][SX4](=[OX1])(=[OX1])[CX4H2][CX3](=[OX1])[NX3!H0],Cc1noc([CH2]S(=O)(=O)[CH2]C(N)=O)n1,Valid
783,18,Cycloheptenones,"[#6]1-,:[#6]=,:[#6]-,:[#6X3](=[OX1])-,:[#6]([OX2H1])=,:[#6]-,:[#6]=,:1",O=C1C=CC=CC=C1[OH],Valid
784,21,Thiazoles,[nX2]1[cX3](-[cX3])[sX2][cX3][cX3]1[CX3](=[OX1])[NX3H2],c-c1nc(C([NH2])=O)cs1,Valid
785,32,Aminopyrimidines_A,c1[nX2]c[nX2][nX3]1[CX4][CX4][NX3]([CX4])-c2cc[nX2]c(-c3cc[nX2]cc3)[nX2]2,CN(CCn1cncn1)c1ccnc(-c2ccncc2)n1,Valid
786,19,Aminopyrimidines_B,[NX3H2]c1ncnc2ncccc21,[NH2]c1ncnc2ncccc12,Valid
787,1,Radical,[#16;X3v3+0],S,Valid
788,4,5 - Alcohol,[OX2H1!$([OX2H1][CX4H3])!$([OX2H1]-c)!$([OX2H1][CX3]=[OX1])!$([OX2H1][CX4H2][CX4H2][OX2H1])!$([OX2H1][CX4H2][CX4H2][OX2H0!R])!$([OX2H1][CX4H2][CX4H1][OX2H0!R])!$([OX2H1][CX4H1][CX4H2][OX2H0!R])],[OH],Valid
789,9,6 - Methanol,[CX4H3][OX2H1],[CH3][OH],Valid
790,1,7 - Water,[OX2H2],O,Valid
791,7,10 - Aldehyde,[CX3H1]([#6])=[OX1],C[CH]=O,Valid
792,8,12 - Formate group,[CX3H1](=[OX1])[OX2][#6],CO[CH]=O,Valid
793,13,24 - CCl4,[CX4]([Cl])([Cl])([Cl])[Cl],ClC(Cl)(Cl)Cl,Valid
794,5,28 - Carbon disulphide,[SX1]=[CX2]=[SX1],S=C=S,Valid
795,15,30 - Furfural,"[OX2]1-,:[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]([CX3H1]=[OX1])-,:1",O=[CH]C1=CC=CO1,Valid
796,18,31 - Ethanediol,[OX2H1][CX4H2][CX4H2][OX2H1],[OH][CH2][CH2][OH],Valid
797,1,32 - Iodo compounds,[I],I,Valid
798,2,33 - Bromo compounds,[Br!$([Br][cR])],Br,Valid
799,15,35 - Dimethylsulphoxide,[CX4H3][Sv4X3](=[OX1])[CX4H3],[CH3]S([CH3])=O,Valid
800,9,36 - Acrylonitrile,[CX3H2]=[CX3H1][CX2]#[NX1],C=[CH]C#N,Valid
801,5,"37 - Cl, double bonded carbon",[Cl][CX3]=[CX3],C=CCl,Valid
802,8,41 - Acrylate,[#6!$([CX4H3])!$([CX4H2])][CX3](=[OX1])[OX2][#6],COC(C)=O,Valid
803,26,44 - Methylpyrrolidone,[CX4H2]1[NX3]([CX4H3])[CX3](=[OX1])[CX4H2][CX4H2]1,[CH3]N1[CH2][CH2][CH2]C1=O,Valid
804,27,49 - Morpholine,[OX2]1[CX4H2][CX4H2][NX3H1][CX4H2][CX4H2]1,[CH2]1[CH2]O[CH2][CH2][NH]1,Valid
805,7,54 - Anhydrides,[CX3](=[OX1])[OX2][CX3](=[OX1]),O=COC=O,Valid
806,6,5 - CH2=CH (2 - Olefin group),[CX3H2]=[CX3H1],[CH]=C,Valid
807,9,6 - CH=CH (2 - Olefin group),[CX3H1]=[CX3H1],[CH]=[CH],Valid
808,3,7 - CH2=C (2 - Olefin group),[CX3H2]=[CX3H0],C=C,Valid
809,6,8 - CH=C (2 - Olefin group),[CX3H1]=[CX3H0],[CH]=C,Valid
810,3,9 - C=C (2 - Olefin group),[CX3H0]=[CX3H0],C=C,Valid
811,5,14 - ACCH (4 - Aromatic carbon-alkane),[cR]-[CX4H1],[CH]c,Valid
812,4,15 - OH (5 - Alcohol),[OX2H1!$([OX2H1][CX4H3])!$([OX2H1]-c)!$([OX2H1][CX3]=[OX1])!$([OX2H1][CX4H2][CX4H2][OX2H1])!$([OX2H1][CX4H2][CX4H2][OX2H0!R])!$([OX2H1][CX4H2][CX4H1][OX2H0!R])!$([OX2H1][CX4H1][CX4H2][OX2H0!R])],[OH],Valid
813,9,16 - CH3OH (6 - Metanol),[CX4H3][OX2H1],[CH3][OH],Valid
814,1,17 - H2O (7 - Water),[OX2H2],O,Valid
815,11,19 - CH3CO (9 - Сarbonyl),[CX4H3][CX3](=[OX1])[#6],CC([CH3])=O,Valid
816,11,20 - CH2CO (9 - Сarbonyl),[CX4H2][CX3H0](=[OX1])[#6],CC([CH2])=O,Valid
817,7,21 - CHO (10 - Aldehyde),[CX3H1]([#6])=[OX1],C[CH]=O,Valid
818,12,22 - CH3COO (11 - Acetate group),[CX4H3][CX3](=[OX1])[OX2][#6],COC([CH3])=O,Valid
819,12,23 - CH2COO (11 - Acetate group),[CX4H2][CX3](=[OX1])[OX2][#6],COC([CH2])=O,Valid
820,8,24 - HCOO (12 - Formate group),[CX3H1](=[OX1])[OX2][#6],CO[CH]=O,Valid
821,7,25 - CH3O (13 - Ether),"[CX4H3][OX2!R!$([OX2][CX3]=[OX1,SX1,NX2])!$([OX2][CX4H2][CX4H2][OX2H1])!$([OX2][CX4H1][CX4H2][OX2H1])!$([OX2][CX4H2][CX4H1][OX2H1])][#6]",CO[CH3],Valid
822,7,26 - CH2O (13 - Ether),"[CX4H2][OX2!R!$([OX2][CX4H2][CX4H2][OX2H1])!$([OX2]([CX4H2])[CX4H1][CX4H2][OX2H1])!$([OX2][CX4H2][CX4H1][OX2H1])!$([OX2][CX3]=[OX1,SX1,NX2])!$([OX2]([CX4H2])[CX4H3])][#6]",CO[CH2],Valid
823,10,29 - CH3NH2 (14 - Primary amine),[CX4H3][NX3H2],[CH3][NH2],Valid
824,10,30 - CH2NH2 (14 - Primary amine),[CX4H2][NX3H2],[CH2][NH2],Valid
825,9,31 - CHNH2 (14 - Primary amine),[CX4H1][NX3H2],[CH][NH2],Valid
